,countryCode,fullname,traderId,stockSymbol,stockName,tradeId,price,volume,tradeDatetime
566,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,v5-4526130Y,2278.3,152.0,2020-05-13 01:01:32
567,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,TSLA,Tesla,J4-0071403Z,2304.8202,127.0,2020-05-13 03:12:45
568,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,TSLA,Tesla,i6-8821275X,2188.7328977,169.0,2020-05-13 04:43:40
569,LC,Erin Grant,HToYfSueoxPSgBHsToac,TSLA,Tesla,Z8-5294794s,1579.0,274.0,2020-05-13 08:20:37
570,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,TSLA,Tesla,k1-4297970p,1984.7,167.0,2020-05-13 09:20:46
571,LC,Erin Grant,HToYfSueoxPSgBHsToac,FB,Facebook,O4-5165848N,1588.5930586,54.0,2020-05-14 09:28:49
572,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,AMZN,Amazon,w8-1157709I,1642.1,12.0,2020-05-14 10:02:41
573,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,z9-964297M,2313.7,214.0,2020-05-14 15:44:15
574,LC,Erin Grant,HToYfSueoxPSgBHsToac,FB,Facebook,u9-2865370B,1992.9433722744286,278.0,2020-05-15 08:09:49
575,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,s6-2133154v,2298.1,210.0,2020-05-15 08:49:32
576,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,v7-0582992i,1672.0,83.0,2020-05-15 17:02:39
577,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,FB,Facebook,A2-5629162p,1678.335596,148.88715083798883,2020-05-16 07:14:13
578,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,AMZN,Amazon,Z7-6964807u,1837.6,21.0,2020-05-16 08:02:34
579,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,TSLA,Tesla,b3-0529611T,1885.6229298,278.0,2020-05-16 19:33:40
580,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,C2-5631595j,2047.984,294.0,2020-05-17 03:57:36
581,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,FB,Facebook,R2-3922382J,1983.0,206.0,2020-05-17 08:23:37
582,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,AMZN,Amazon,X3-0755103r,1938.4,148.88715083798883,2020-05-17 11:32:52
583,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,TSLA,Tesla,p5-0398921E,1992.9433722744286,1.0,2020-05-18 13:06:07
584,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,i4-4232234Q,1822.86,129.0,2020-05-18 20:15:34
585,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,k1-4297970p,1992.9433722744286,98.0,2020-05-18 20:35:12
586,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,AMZN,Amazon,k1-4297970p,2448.331907523,190.0,2020-05-19 13:15:39
587,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,k1-4297970p,1730.3065,48.0,2020-05-19 13:40:31
588,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,TSLA,Tesla,f0-3147820y,1914.36,238.0,2020-05-20 01:31:00
589,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,AMZN,Amazon,k1-4297970p,2103.0,295.0,2020-05-20 10:38:03
590,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,TSLA,Tesla,i9-9836944D,1992.9433722744286,219.0,2020-05-21 00:12:24
591,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,F6-7641940j,1838.87501925,187.0,2020-05-21 04:25:18
592,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,F1-9726998M,2116.0,155.0,2020-05-21 07:25:29
593,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,TSLA,Tesla,M6-4849287p,1711.251,249.0,2020-05-21 07:56:19
594,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,TSLA,Tesla,k1-4297970p,1885.46166,148.88715083798883,2020-05-21 23:33:51
595,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,TSLA,Tesla,U0-3566493a,2233.5158295364,291.0,2020-05-22 09:36:32
596,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,FB,Facebook,H2-7161645m,2151.84,164.0,2020-05-22 09:51:59
597,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,K5-8584288k,1984.7568053,15.0,2020-05-22 14:03:07
598,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,TSLA,Tesla,j3-3453295F,2221.581948,63.0,2020-05-22 15:05:27
599,GT,Holly Simmons,puCpymcjBdurvfVyRYry,AMZN,Amazon,k1-4297970p,2133.0,195.0,2020-05-23 02:26:36
600,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,x7-5325945s,2218.0,150.0,2020-05-23 02:47:26
601,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,TSLA,Tesla,T6-8074869A,2384.4439669787,71.0,2020-05-23 13:49:59
602,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,E0-6631515u,2074.11,97.0,2020-05-24 04:03:29
603,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,TSLA,Tesla,s0-925148L,1865.205,222.0,2020-05-24 12:37:04
604,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,o9-9354810K,2244.68489,132.0,2020-05-24 14:06:38
605,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,TSLA,Tesla,i1-272998p,1992.9433722744286,268.0,2020-05-24 15:41:22
606,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,d8-3467572U,1899.607245943079,179.0,2020-05-25 02:41:22
607,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,TSLA,Tesla,k1-4297970p,2312.982762,137.0,2020-05-25 15:26:40
608,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,AMZN,Amazon,d7-8686607I,1981.5791662,58.0,2020-05-26 11:37:09
609,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,i7-920333y,1673.0,111.0,2020-05-26 14:24:00
610,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,TSLA,Tesla,T6-2876717W,2094.81571,148.88715083798883,2020-05-26 19:10:27
611,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,AMZN,Amazon,k0-4883611R,1917.205520189,151.0,2020-05-26 23:46:28
612,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,FB,Facebook,O9-7261810W,2323.7802989,35.0,2020-05-27 01:30:38
613,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,TSLA,Tesla,U2-6876055z,1761.1673,289.0,2020-05-27 06:43:39
614,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,FB,Facebook,k1-4297970p,1992.9433722744286,130.0,2020-05-27 11:21:57
615,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,TSLA,Tesla,H0-810147O,2110.644916,63.0,2020-05-27 11:50:26
616,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,U1-0012762y,2314.725565367167,198.0,2020-05-27 19:21:53
617,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,AMZN,Amazon,l3-9831371h,1992.9433722744286,148.88715083798883,2020-05-27 19:36:02
618,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,F5-8094519H,2186.1,150.0,2020-05-28 10:40:58
619,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,FB,Facebook,v1-6116914f,2206.0,297.0,2020-05-28 11:59:57
620,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,x5-8786390I,1751.77847,52.0,2020-05-28 13:12:24
621,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,TSLA,Tesla,Y0-6789762p,2290.0,109.0,2020-05-28 16:59:58
622,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,TSLA,Tesla,f9-994244W,1992.9433722744286,207.0,2020-05-28 18:05:09
623,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,M4-4658376B,1592.1,148.88715083798883,2020-05-28 21:26:07
624,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,FB,Facebook,o0-5646691J,1615.469093,0.0,2020-05-29 01:16:19
625,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,AMZN,Amazon,A4-5444351m,2362.215,187.0,2020-05-29 14:18:48
626,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,AMZN,Amazon,z7-6362627X,1797.216734,166.0,2020-05-29 19:28:00
627,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,h9-1817966o,1577.31,148.88715083798883,2020-05-29 21:41:29
628,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,P1-9045296c,1591.0,148.88715083798883,2020-05-29 23:37:56
629,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,AMZN,Amazon,T3-3428048Y,2439.954,181.0,2020-05-30 00:18:23
630,GT,Holly Simmons,puCpymcjBdurvfVyRYry,FB,Facebook,R7-6759131w,2280.9413,194.0,2020-05-30 03:00:00
631,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,AMZN,Amazon,k1-4297970p,2249.61,138.0,2020-05-30 14:54:15
632,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,L1-1745254G,2452.926,33.0,2020-05-31 02:58:05
633,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,FB,Facebook,h5-2059811l,1992.9433722744286,149.0,2020-05-31 07:43:22
634,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,FB,Facebook,O9-2261833K,2378.37974,216.0,2020-05-31 08:09:40
635,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,g4-4307570I,2031.3058836535,148.88715083798883,2020-05-31 18:15:06
636,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,TSLA,Tesla,V1-543952q,1944.15,224.0,2020-05-31 19:22:08
637,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,TSLA,Tesla,Z0-210409D,2096.861,44.0,2020-06-01 05:32:00
638,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,FB,Facebook,k1-4297970p,2115.630241,241.0,2020-06-01 06:51:49
639,LC,Erin Grant,HToYfSueoxPSgBHsToac,AMZN,Amazon,P4-0746579X,1741.832,294.0,2020-06-01 08:06:13
640,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,TSLA,Tesla,G0-351905c,1926.5487792,234.0,2020-06-01 10:06:28
641,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,M4-3669724C,1634.740875,138.0,2020-06-01 13:10:07
642,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,FB,Facebook,f9-964563n,2165.86236689,98.0,2020-06-01 15:14:55
643,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,AMZN,Amazon,e6-408847I,2471.0,228.0,2020-06-01 19:10:12
644,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,FB,Facebook,D9-440452j,2467.0,282.0,2020-06-01 20:16:31
645,LC,Erin Grant,HToYfSueoxPSgBHsToac,TSLA,Tesla,s9-8901699Y,2288.841856,206.0,2020-06-01 23:33:00
646,GT,Holly Simmons,puCpymcjBdurvfVyRYry,FB,Facebook,G9-9572935f,2166.5144,143.0,2020-06-01 23:52:42
647,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,g4-8358140M,2176.21259,199.0,2020-06-02 06:16:24
648,GT,Holly Simmons,puCpymcjBdurvfVyRYry,FB,Facebook,h6-8484673A,2221.44,197.0,2020-06-02 09:27:28
649,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,AMZN,Amazon,y6-8185379t,1992.9433722744286,48.0,2020-06-02 11:37:03
650,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,D9-1411961z,1803.0,60.0,2020-06-02 23:29:50
651,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,TSLA,Tesla,k1-4297970p,1992.9433722744286,90.0,2020-06-03 05:42:05
652,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,TSLA,Tesla,j5-0795240e,1904.0,148.88715083798883,2020-06-03 23:36:42
653,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,FB,Facebook,k1-4297970p,1533.26,39.0,2020-06-04 04:43:35
654,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,FB,Facebook,D3-9046699U,1805.942012,34.0,2020-06-04 13:53:19
655,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,FB,Facebook,t2-87467Q,1597.0,293.0,2020-06-04 20:43:56
656,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,FB,Facebook,y4-1491112g,1853.9985,295.0,2020-06-05 01:36:47
657,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,AMZN,Amazon,C6-9963396f,2261.0,141.0,2020-06-05 06:00:48
658,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,FB,Facebook,t0-668510K,2065.0,190.0,2020-06-05 07:25:45
659,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,FB,Facebook,i5-6469338z,1715.862,136.0,2020-06-05 08:51:24
660,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,TSLA,Tesla,G1-7591452N,1717.1,189.0,2020-06-05 10:12:14
661,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,AMZN,Amazon,D8-3077766i,2199.618785,148.88715083798883,2020-06-05 15:07:55
662,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,AMZN,Amazon,u0-1367392o,1622.6,222.0,2020-06-05 16:00:10
663,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,TSLA,Tesla,S1-1801469U,1992.9433722744286,148.88715083798883,2020-06-05 17:29:24
664,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,FB,Facebook,E8-5614010r,2344.0,226.0,2020-06-06 02:17:19
665,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,g1-0017443I,1824.1,202.0,2020-06-06 03:47:46
666,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,t6-1544456q,2379.0,253.0,2020-06-06 06:24:01
667,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,t0-3909232W,2413.0,18.0,2020-06-06 10:08:35
668,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,x8-0344942D,2174.7948,63.0,2020-06-06 21:15:46
669,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,AMZN,Amazon,t4-0376741Q,1643.4054,243.0,2020-06-06 21:16:15
670,GT,Holly Simmons,puCpymcjBdurvfVyRYry,AMZN,Amazon,y3-4126948O,1872.0,46.0,2020-06-07 00:39:22
671,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,FB,Facebook,k1-4297970p,1806.0,139.0,2020-06-07 10:46:25
672,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,FB,Facebook,k1-4297970p,1934.91,208.0,2020-06-07 10:53:44
673,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,TSLA,Tesla,R3-2887971Z,1843.30740612258,295.0,2020-06-07 16:17:37
674,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,r9-7409388M,1570.3,7.0,2020-06-07 18:30:25
675,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,AMZN,Amazon,P4-8478047v,1926.0,64.0,2020-06-07 22:04:16
676,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,TSLA,Tesla,w6-6703838o,2347.4,1.0,2020-06-08 02:10:20
677,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,TSLA,Tesla,Q6-3399040p,2403.0,148.88715083798883,2020-06-08 04:25:27
678,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,TSLA,Tesla,C1-5341691a,1613.0,144.0,2020-06-08 12:36:44
679,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,TSLA,Tesla,G1-8447189e,2407.7,23.0,2020-06-08 14:19:45
680,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,FB,Facebook,K1-7597875u,2199.44421081,112.0,2020-06-08 19:14:00
681,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,AMZN,Amazon,w6-5743270M,2297.0,225.0,2020-06-08 23:09:53
682,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,TSLA,Tesla,b2-3816285M,1556.0,210.0,2020-06-09 05:54:36
683,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,FB,Facebook,B6-3089908q,2084.914529,97.0,2020-06-09 23:16:42
684,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,AMZN,Amazon,Q3-4589262q,2440.0,131.0,2020-06-09 23:48:07
685,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,C2-6589704T,2389.0,129.0,2020-06-10 11:49:34
686,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,TSLA,Tesla,m8-6548578n,2106.699,87.0,2020-06-10 19:36:43
687,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,FB,Facebook,s9-0898166g,1568.2280176039,242.0,2020-06-11 02:03:05
688,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,TSLA,Tesla,Q3-0823399k,1630.9695,247.0,2020-06-11 07:29:20
689,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,i6-6739425u,2404.2,166.0,2020-06-11 12:18:13
690,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,FB,Facebook,Q6-8385223O,2009.35,177.0,2020-06-12 08:27:54
691,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,FB,Facebook,t5-5119223n,1968.2,99.0,2020-06-12 17:28:27
692,GT,Holly Simmons,puCpymcjBdurvfVyRYry,AMZN,Amazon,H0-5758051v,1808.74777,120.0,2020-06-12 20:25:45
693,LC,Erin Grant,HToYfSueoxPSgBHsToac,FB,Facebook,s8-4366162V,1608.1,142.0,2020-06-13 00:23:20
694,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,g6-7777179d,1806.54466,148.88715083798883,2020-06-13 02:22:07
695,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,TSLA,Tesla,z5-600656q,1621.266,299.0,2020-06-13 03:46:54
696,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,TSLA,Tesla,V0-4767256H,2346.523,180.0,2020-06-13 13:55:03
697,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,l8-3836659e,2416.637701,250.0,2020-06-13 18:01:46
698,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,FB,Facebook,l4-5762286J,1551.3179568759,66.0,2020-06-14 23:29:14
699,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,T4-0957775p,1669.0,148.88715083798883,2020-06-15 00:42:28
700,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,FB,Facebook,M1-455584m,1850.32783,89.0,2020-06-15 01:48:07
701,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,TSLA,Tesla,T6-8523593j,1647.0,42.0,2020-06-15 08:47:03
702,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,k1-4297970p,2020.0,126.0,2020-06-15 09:22:34
703,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,AMZN,Amazon,M1-2936492q,2231.0,42.0,2020-06-15 23:18:52
704,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,O8-9701730S,1697.19771,209.0,2020-06-16 00:32:55
705,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,AMZN,Amazon,t4-8877648d,1524.33,203.0,2020-06-16 08:00:25
706,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,k1-4297970p,2176.51,166.0,2020-06-16 08:22:06
707,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,v5-552424p,1533.9878684363848,83.0,2020-06-16 12:11:22
708,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,k1-4297970p,1854.0,148.88715083798883,2020-06-17 11:55:44
709,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,d1-9556018v,1870.0,254.0,2020-06-17 20:04:23
710,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,M7-3445868Q,1641.0,148.88715083798883,2020-06-18 02:05:48
711,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,FB,Facebook,k1-4297970p,2475.0,268.0,2020-06-18 04:47:26
712,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,TSLA,Tesla,y5-5999989c,1992.9433722744286,119.0,2020-06-18 05:40:25
713,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,TSLA,Tesla,m7-8043202S,1543.5,172.0,2020-06-18 09:39:04
714,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,AMZN,Amazon,m0-9693056B,2193.823,148.88715083798883,2020-06-18 12:37:00
715,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,TSLA,Tesla,z0-0563692W,2168.73,125.0,2020-06-18 20:53:07
716,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,k1-4297970p,1992.9433722744286,273.0,2020-06-18 22:50:12
717,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,FB,Facebook,p6-9774327m,1938.92886,246.0,2020-06-19 01:03:58
718,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,AMZN,Amazon,k1-4297970p,1722.1611,148.88715083798883,2020-06-19 01:39:07
719,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,j6-4989994X,1930.0,144.0,2020-06-19 10:28:34
720,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,AMZN,Amazon,o5-479389K,1943.6,166.0,2020-06-19 22:30:31
721,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,k1-4297970p,1677.0,296.0,2020-06-20 01:16:06
722,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,FB,Facebook,k1-4297970p,2376.6355,97.0,2020-06-20 03:44:05
723,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,m2-6711231o,1522.89022,65.0,2020-06-20 05:55:52
724,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,TSLA,Tesla,k1-4297970p,1612.0,184.0,2020-06-20 07:03:49
725,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,FB,Facebook,h4-9913264H,1954.111,261.0,2020-06-20 07:59:22
726,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,FB,Facebook,k1-4297970p,1992.9433722744286,146.0,2020-06-20 14:05:43
727,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,AMZN,Amazon,G9-5464221l,2481.8653726072,20.0,2020-06-20 20:27:36
728,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,AMZN,Amazon,L5-6368686N,1763.0,233.0,2020-06-20 21:01:28
729,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,AMZN,Amazon,u5-8996104Z,1771.4335,183.0,2020-06-21 05:56:02
730,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,s5-2403701q,1992.9433722744286,35.0,2020-06-21 05:57:37
731,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,s9-1929168O,1727.0,263.0,2020-06-21 06:44:41
732,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,e7-2986020v,1501.0,182.0,2020-06-21 14:49:41
733,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,TSLA,Tesla,z9-1515421B,2146.4933023903136,53.0,2020-06-21 15:30:47
734,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,AMZN,Amazon,u0-6159867N,2261.5,91.0,2020-06-21 19:50:34
735,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,z9-3623367N,2239.71,0.0,2020-06-21 21:03:24
736,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,Z4-3885040C,2178.5209,106.0,2020-06-22 07:31:44
737,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,f0-5772590o,1791.95308017331,84.0,2020-06-22 09:27:34
738,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,AMZN,Amazon,G5-2333681h,1992.9433722744286,242.0,2020-06-22 14:06:04
739,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,TSLA,Tesla,I6-246415u,1790.830424,5.0,2020-06-22 22:39:46
740,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,J3-4751411x,1992.9433722744286,117.0,2020-06-23 00:04:27
741,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,TSLA,Tesla,a8-0666049O,1582.33,151.0,2020-06-23 05:49:08
742,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,s2-9097780L,2058.356529,148.88715083798883,2020-06-23 07:13:38
743,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,FB,Facebook,z1-5117703K,2343.97,51.0,2020-06-24 07:45:23
744,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,TSLA,Tesla,w9-4319075z,2294.1,148.88715083798883,2020-06-24 08:28:16
745,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,X2-8212531X,2203.7184,259.0,2020-06-24 12:45:34
746,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,AMZN,Amazon,z1-1234462u,2039.582452,52.0,2020-06-24 13:28:57
747,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,J1-8823586L,1913.91,148.88715083798883,2020-06-24 13:39:19
748,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,AMZN,Amazon,K9-4912840o,1625.6,33.0,2020-06-24 17:35:00
749,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,W8-8457800c,2068.19,113.0,2020-06-25 12:09:35
750,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,FB,Facebook,k1-4297970p,2404.76,241.0,2020-06-25 16:43:20
751,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,FB,Facebook,W1-2066092z,1992.9433722744286,208.0,2020-06-26 07:12:46
752,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,TSLA,Tesla,r6-6703429q,2108.0,185.0,2020-06-26 13:22:59
753,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,TSLA,Tesla,k5-2169362T,1788.0,148.88715083798883,2020-06-26 23:33:52
